Meeting,URL,code,Key,Topic
The data-driven C-suite: Lead with insights in the age of disruption,https://www.youtube.com/watch?v=eZgGqVMQKs8,BRK1-001,"本次會議主要探討了在當今時代，數據和分析如何成為轉型和創造業務價值的關鍵加速器。與會者包括來自 CME Group、KeyBank 和 BNY Mellon 等金融機構的資訊長、數據長和分析長，他們分享了各自公司在數據和人工智慧方面的實踐經驗，以及如何向董事會和高層管理團隊展示這些舉措的價值。核心觀點包括：

*   **數據是新的石油：** 數據本身沒有價值，需要透過創新和理解來轉化為可用的能量。
*   **AI 的應用：** 金融服務業正在積極探索 AI 的應用，包括傳統 AI 和生成式 AI，以提高效率、降低風險和改善客戶體驗。
*   **價值衡量：** 衡量數據和 AI 專案的價值是一個挑戰，需要與業務目標緊密結合，並關注生產力提升、市場份額增加和風險降低等指標。
*   **風險管理：** 在擁抱 AI 的同時，必須謹慎管理風險，包括數據隱私、模型準確性和道德考量。
*   **治理結構：** 建立有效的數據治理結構至關重要，以確保數據的品質、安全和合規性。
*   **客戶信任：** 維護客戶信任是金融機構的基石，必須以負責任的方式使用數據，並確保透明度和隱私保護。","Data Analytics
"
The enterprise AI playbook: Five must-have strategies,https://www.youtube.com/watch?v=ocyFONwoJQg,BRK2-168,本次會議主要探討企業在成功應用人工智慧（AI）時應採取的五大關鍵策略。與會者分享了他們在AI領域的經驗、觀察以及對未來的展望，強調了數據基礎、問題定義、人才培養、安全隱私以及系統整合的重要性。,"AI
"
The future of AI and databases: How Target transformed their retail experience with AlloyDB AI,https://www.youtube.com/watch?v=R4xyyK0JkFo,BRK1-058,"本次會議主要探討了 AI 與資料庫的未來發展趨勢，以及 Target 如何利用 Google Cloud 的 AlloyDB AI 轉型其零售體驗。核心觀點包括：

*   **AI 在資料庫中的關鍵作用：** 強調了操作型資料庫在 AI 應用中的重要性，它們包含關鍵的企業數據，是構建準確、相關且基於企業真實情況的 Gen.AI 應用程式的基礎。
*   **AlloyDB AI 的突破性創新：** AlloyDB AI 作為首個將 AI 整合到操作型資料庫中的產品，為資料庫領域帶來了根本性的變革，它不僅提升了效能，還提供了更豐富的 AI 功能。
*   **Target 的成功案例：** Target 透過在生產環境中大規模部署 AlloyDB AI，顯著提升了客戶參與度，改善了搜尋體驗，並實現了業務指標的提升。
*   **Google Cloud 在 AI 領域的領先地位：** Google Cloud 擁有全面的資料庫產品組合，並將最先進的 AI 技術直接融入到資料庫中，幫助企業構建智慧型 AI 應用程式。
*   **AI 驅動的 SQL 的未來：** AI 查詢引擎的引入，將生成式 AI 的力量帶入 SQL，使得開發人員能夠利用 Gemini 模型執行更複雜的查詢，並實現更豐富的資料互動。","Databases
"
The future of AI for startups,https://www.youtube.com/watch?v=CUOjorCu6Mc,BRK1-095,"本次會議探討了人工智慧（AI）對新創公司的影響與未來發展。講者們分享了他們對 AI 領域的獨到見解，包括反直覺的觀察、未來的機會、以及新創公司如何在這個快速發展的領域中取得成功。核心觀點包括：

*   **AI 應用碎片化與專業化：** AI 基礎設施將更加碎片化和專業化，新創公司有機會在特定領域深耕。
*   **人機互動的重要性：** 隨著 AI 系統變得更加自主，如何設計良好的人機互動介面至關重要。
*   **軟體工程師的需求將會增加：** AI 工具將提高軟體開發的抽象層次，從而增加對軟體工程師的需求。
*   **基礎設施完善，是新創公司發展的好時機：** AI 基礎設施日趨完善，現在是新創公司利用 AI 技術的絕佳時機。
*   **關注客戶問題，而非僅僅是技術能力：** 新創公司應該專注於解決客戶的實際問題，而不僅僅是追求技術上的突破。
*   **數據與領域知識是護城河：** 擁有獨特的數據來源和深厚的領域知識，是新創公司建立競爭優勢的關鍵。
*   **AI 將深入各行各業：** AI 的應用將會普及到各行各業，為各個領域帶來變革。","AI
"
The future of AI-powered data is autonomous and agent-driven,https://www.youtube.com/watch?v=-Uda0ldaVbA,SPTL100,,
The future of AI-powered data is autonomous and agent-driven (Recap),https://www.youtube.com/watch?v=u0cuBoiw0PQ,SPTL100-RC,,
The future of app development with Firebase,https://www.youtube.com/watch?v=iP6yZEGYOSw,BRK1-022,"本次會議主要探討 Firebase 如何演進以協助開發者更輕鬆地建構新一代的應用程式，特別是結合生成式 AI 的應用。重點包括：

*   **Firebase Studio 的推出：** 一個整合的開發環境，利用 AI 簡化應用程式的建立、執行和部署流程。
*   **App Hosting 正式發布 (GA)：** 提供 Git 中心化的伺服器端無伺服器託管解決方案，加速現代全端 Web 應用程式的開發和部署。
*   **Data Connect 正式發布 (GA)：** 為應用程式提供安全且可擴展的 SQL 資料庫解決方案，並支援向量嵌入 (vector embeddings)。
*   **GenKit 的持續發展：** 提供 SDK、外掛程式和開發工具，協助開發者建構 AI 驅動的應用程式。
*   **Google 開發者計畫 (GDP) 的新優惠：** 提供 AI 增強的工具、資源和技能提升，協助開發者規模化其應用程式。","Firebase
"
The future of compute: The right VMs for every workload,https://www.youtube.com/watch?v=fCu0aAoC9X0,BRK2-136,"本次會議主要探討 Google Cloud 在運算領域的最新進展，以及如何針對不同的工作負載選擇最適合的虛擬機器（VM）。核心觀點包括：

*   AI 正在快速發展，需要更強大和專業的運算能力。
*   現代應用程式需要高度可擴展性，並充分利用 Google Cloud 的所有功能。
*   傳統企業工作負載仍然至關重要，需要持續關注。
*   Google Compute Engine 的目標是為每個工作負載設計和優化系統，包括運算、儲存和網路。
*   Google Cloud 提供廣泛的 VM 產品組合，以滿足各種客戶需求。","Compute
"
The future of compute: The right VMs for every workload (Recap),https://www.youtube.com/watch?v=_Fzr7azZKhs,BRK2-136-RC,,
The future of HPC is on Google Cloud,https://www.youtube.com/watch?v=sAdoJUexdDo,BRK2-019,Google Cloud正在大力投資高效能運算（HPC），透過基礎設施、軟體工具和合作夥伴解決方案的持續創新，支援HPC的未來發展。人工智慧（AI）已成為科學研究的第四個支柱，而量子運算將在運算和AI領域實現變革性能力。Google Cloud推出新的超級運算平台，包括H4D VM、Google Cloud Managed Luster、最新的NVIDIA GPU VM，以及AlphaFold 3和WeatherNext兩個AI驅動的科學應用，旨在加速科學發現和AI模型訓練。,"Applied AI
"
"The future of work: AI agents unleashed with UKG, Google Cloud, and MongoDB",https://www.youtube.com/watch?v=ZpSN1F9ESvQ,BRK1-127,"本次會議主要探討了 UKG 如何利用 AI 代理（AI Agents）來改善人力資源、薪資和勞動力管理解決方案，並結合 Google Cloud 和 MongoDB 的技術，打造 Bright AI 平台。核心觀點包括：

*   **AI 在人力資源管理中的應用：** AI 可以應用於員工職業生涯的各個階段，從求職、入職、排班到技能提升和晉升，提供更佳的體驗和成果。
*   **Bright AI 平台的價值：** Bright AI 旨在成為值得信賴的顧問，協助員工獲得更好的工作成果，並透過 Flex AI 代理提供各種服務，例如排班協助、員工福利查詢和提升公司晉升流程公平性建議。
*   **代理框架（Agent Framework）的重要性：** 代理框架能夠集中知識、確保安全且負責任的 AI 使用，並賦能領域團隊（例如薪資團隊）提供專業價值。
*   **檢索增強生成（Retrieval Augmented Generation, RAG）平台的必要性：** RAG 平台能夠有效搜尋企業內部文件，提供更精確、更符合情境的回應，解決大型語言模型（LLM）在靜態資料集上訓練的局限性。
*   **MongoDB Atlas Vector Search 的優勢：** MongoDB Atlas Vector Search 提供雲原生、全託管的向量資料庫，與 MongoDB 的文件模型整合，簡化了開發流程，並提供儀表板和分析功能以優化檢索效果。","Applied AI
"
The Gemini effect: Increase business value with Google AI,https://www.youtube.com/watch?v=ZxkzU3RbnLQ,BRK2-045,本次會議主要探討 Google Workspace 與 Gemini AI 如何透過提升投資報酬率（ROI）、增強創造力、生產力及員工滿意度來驅動商業價值。會議強調了 AI 在重塑工作方式上的巨大影響，並指出企業應將重點從 AI 願景轉向實際的 AI 成果，以提升員工生產力。此外，會議還分享了早期採用 Gemini 的客戶案例，展示了 AI 在銷售、行銷和客戶服務等領域的巨大潛力。,"Gemini
"
The multipliers for AI success (Hint: they're already on your team),https://www.youtube.com/watch?v=DOSpl1Tq0co,SPTL102,本次會議主要探討了 AI 對於聯絡中心帶來的變革性影響，並提出了兩種對立的未來願景：一是 AI 賦能人類客服，使其更高效、準確且具備同理心；二是完全由自主 AI 客服主導，無需人工介入。會議強調了擁抱 AI 的重要性，並探討了如何利用 AI 提升業務效率、客戶滿意度和投資回報率。,"Applied AI
"
The next frontier: Unleash the power of AI-native development with GitHub,https://www.youtube.com/watch?v=HqD6AUoB5eo,SPTL209,"本次會議主要探討了 AI 原生開發的未來，以及 GitHub 如何透過 AI 技術，特別是 Copilot，來改變軟體開發生命週期（SDLC）。核心觀點包括：

*   **AI 原生開發的定義：** 強調 AI 應深入系統核心，而非僅是輔助工具，如同母語般自然流暢。
*   **GitHub 的願景：** 讓每個人都能創造軟體，確保軟體預設具備高品質、安全性和可擴展性，並讓 AI 在軟體的建構和運作中扮演關鍵角色。
*   **Copilot 的演進：** 從 AI 輔助（AI-infused）轉向 AI 原生（AI-native），成為開發過程中的積極協作者。
*   **Project Padawan：** 將 Copilot 整合到 GitHub 的每個儲存庫，使其成為每個專案的貢獻者。
*   **Copilot Code Review：** 提供即時程式碼審查，協助開發者更快交付更穩健的軟體。
*   **Verily 的 VIDA：** 一個 VS Code 插件，利用 Copilot 執行特定指令，將開發者留在 IDE 內，提高效率。","Applied AI
"
The ROI of continuous learning: Build and validate skills to close the AI skills gap,https://www.youtube.com/watch?v=JieZ-Kv4lMc,BRK1-109,,
The startup’s guide to AI agents: Turn potential into productivity,https://www.youtube.com/watch?v=SEfqGv_b5mk,BRK1-019,"本次會議主要探討了人工智慧代理（AI agents）的定義、應用、投資回報（ROI）、建構方法以及對新創公司和更廣泛生態系統的影響。核心觀點包括：

*   **AI 代理的定義：** 從廣義上講，AI 代理是基於大型語言模型（LLM）的軟體，具有工具存取權限，並能根據設定的自主程度解決複雜或簡單的問題。
*   **ROI 的重要性：** 採用 AI 代理的目標是創造實際的商業價值，例如提高收入、增加使用率或降低成本。對於傳統企業而言，未能採用 AI 代理可能構成生存風險。
*   **建構 AI 代理的步驟：** 包括明確用例、與 LLM 進行有效溝通、簡化設計、進行測試，並建立防護措施。
*   **新創公司的機會：** 相較於大型企業，新創公司在決定 AI 代理的自主程度方面擁有更大的彈性和機會。
*   **未來趨勢：** 未來 AI 代理的發展重點將放在使用者體驗（UX）的改善，以及建立使用者對 AI 代理的信任感。","Applied AI
"
The ultimate Cloud Run guide: From zero to production,https://www.youtube.com/watch?v=a459I_qUF3Q,BRK2-175,"本次演講主要介紹 Google Cloud 的無伺服器引擎 Cloud Run，涵蓋其核心功能、部署選項、定價模式以及如何在生產環境中使用。核心觀點包括：

*   Cloud Run 允許在無需管理基礎設施的情況下運行任何容器。
*   Cloud Run 提供多種部署選項，包括直接部署容器映像、從 GitHub 部署、使用 Buildpacks 從原始碼構建容器映像，以及使用 Cloud Run Functions。
*   Cloud Run 提供服務 (Services) 和任務 (Jobs) 兩種資源類型，分別適用於請求驅動的應用程式和需要運行至完成的容器。
*   Cloud Run 支援自動擴展、流量遷移、Secret Manager 集成以及 VPC 網路整合。
*   Cloud Run 提供基於請求和基於實例的兩種定價模式，並提供成本建議功能。","Serverless
"
Transform cloud operations and management with generative AI,https://www.youtube.com/watch?v=_uAzRxTlq8U,BRK2-032,"本次會議主要探討如何利用生成式 AI（Generative AI）來轉型雲端運營與管理。核心觀點包括：

*   **AI 的定位：** AI 不是獨立存在的「東西」，而是使現有「東西」（例如應用程式或平台）變得更好的工具，如同醬料或香料之於菜餚。
*   **應用程式中心管理：** 強調以應用程式為中心，而非以專案為中心來管理雲端環境，以便更全面地了解應用程式的成本、健康狀況和效能。
*   **Gemini Cloud Assist 的應用：** 介紹 Gemini Cloud Assist 如何透過自然語言聊天、智慧操作和調查功能，協助使用者設計、操作和優化雲端環境。
*   **新工具的整合：** 介紹 App Hub、Application Design Center、Cloud Hub、Application Monitoring 和 Cost Explorer 等新工具，以及它們如何與 Gemini Cloud Assist 整合，以提供更強大的雲端管理能力。
*   **AI 輔助的故障排除：** 強調利用 AI 提供的上下文資訊，加速故障排除流程，縮短平均修復時間（MTTR）。","Applied AI
"
Transform the food ordering experience with AI agents,https://www.youtube.com/watch?v=SsQ4pcJeePw,BRK2-054,"本次會議主要探討如何利用 Google 的最新 AI 模型來轉變餐飲訂購體驗，特別是在得來速場景。核心觀點包括：

*   利用 AI 提升顧客體驗，提供更自然、高效的訂購流程。
*   透過 AI 提高餐廳生產力，將人力重新分配到更高價值的工作上。
*   建立可擴展的 AI 訂購平台，適用於大規模連鎖餐廳。
*   透過個性化和情境感知，使 AI 代理更具人情味。
*   利用自適應 AI 代理，根據不同情況優化訂購流程，提高速度和平均訂單金額。","Applied AI
"
Transforming Day 2 ops on Google Cloud: What’s new,https://www.youtube.com/watch?v=jCI10s42has,BRK2-038,本次會議主要介紹了 Google Cloud 在 Day 2 運營方面的新功能，重點圍繞統一的可觀測性平台和以應用為中心的管理。透過自動化的可觀測性、OpenTelemetry 原生路由以及新的雲應用管理平台，旨在簡化資料收集、路由和儲存，並提升資料的可用性。此外，Gemini Cloud Assist 的引入，為雲端運營帶來了生成式 AI 的能力，協助使用者設計、修改架構，並解決問題。,"Applied AI
"
Transforming retail with AI-powered customer engagement,https://www.youtube.com/watch?v=XS6Dkx9YSZQ,BRK2-189,,
Transforming your business with AI: The Kubernetes advantage,https://www.youtube.com/watch?v=8lveNvUEdGk,SPTL204,本次會議主要探討如何利用現有的 Kubernetes 專業知識，在 AI 時代優化業務。Google Cloud 的 Gabe Munroy 分享了 GKE 的最新進展，以及如何透過 GKE Autopilot、Gemini Cloud Assist 和新的推論功能，節省時間和資源，專注於創新。Spotify 的 Christian Lindwall 也分享了他們如何利用 GKE 驅動 AI DJ 等功能。AnyScale 的 Robert Nishihara 宣布與 Google Cloud 建立合作夥伴關係，共同為 AI 開發人員提供最佳的 Ray 體驗。,"Applied AI
"
Transforming your business with AI: The Kubernetes advantage (Recap),https://www.youtube.com/watch?v=0mP33Jpihog,SPTL204-RC,,
Troubleshoot issues on Google Cloud with Gemini Cloud Assist Investigations,https://www.youtube.com/watch?v=vK_7jWNDoh8,BRK2-021,,
Truth or dare: Grounding your LLM outputs,https://www.youtube.com/watch?v=OiX_3WbwX6o,BRK2-197,本次會議主要探討如何透過 Grounding（將 LLM 連接到外部資訊來源）來提升 LLM 輸出的準確性、即時性和可靠性。Grounding 可以有效降低 LLM 產生幻覺的風險，並讓 LLM 能夠利用企業自身的資料、即時資訊和第三方資料。,"Applied AI
"
Turning AI into true operational efficiency: Inside Nokia’s transformation,https://www.youtube.com/watch?v=lK2qGjNpG7E,SPTL108,"本次會議探討了諾基亞如何透過與 Google Cloud 及 HCL Tech 等合作夥伴的合作，將人工智慧（AI）融入其雲端轉型之旅，以實現更高的營運效率和創新。會議重點包括：

*   **清晰的策略：** 諾基亞制定了明確的雲端策略，涵蓋了目標、原因和執行方法，旨在建立安全、可擴展且具成本效益的基礎設施，以支援現有業務系統和未來數位服務。
*   **強大的平台基礎：** 建立穩健的平台至關重要，不僅在技術上，也在戰略上。諾基亞在 Google Cloud 上構建了可擴展、模組化且安全可靠的平台，並將安全性和合規性從一開始就納入設計中。
*   **持續學習的環境：** 雲端和 AI 服務快速發展，因此持續學習和適應至關重要。諾基亞鼓勵跨領域的持續學習文化，並從技術和業務角度評估新工具和服務。
*   **AI 賦能的現代化：** 利用 AI 工具分析和轉換傳統系統，使其更快、更具成本效益地遷移到現代雲原生平台。
*   **自主營運：** 透過智慧代理主動監控系統、觸發自動化操作，甚至即時優化資源，實現自我管理基礎設施的願景。
*   **GenAI 的產業演進：** 分為三個階段，從雲端服務的工業化和簡化，到應用程式現代化的平台主導工業化，再到代理技術 AI 的大規模工業化。
*   **HCL Tech 的角色：** 作為諾基亞的轉型合作夥伴，HCL Tech 透過雲端智慧工業化服務模型和 AI Force 平台，協助諾基亞實現雲端轉型和應用程式現代化。","Applied AI
"
Uncover the reality: Actionable AI solutions for healthcare,https://www.youtube.com/watch?v=M-qSFBCVm50,BRK1-124,"本次會議主要討論了AI在醫療保健領域的應用，重點介紹了HCA Healthcare和Verily在AI應用方面的實踐經驗。核心觀點包括：

*   HCA Healthcare透過策略性規劃，與內部使用者合作，有目的地測試和改進AI解決方案，以改善醫護人員的工作體驗和提升患者護理品質。
*   Verily發現，相較於與真人醫護人員互動，患者在某些情況下更願意與AI教練交流，這表明AI不僅能節省時間，還能提供更有效率的解決方案。
*   AI專案需要更多的前期規劃、理解和預算，並且需要持續的關注和維護，更像是產品管理而非專案管理。","Applied AI
"
"Under the Iceberg: Simple, unified Cloud Storage for analytics data lakes",https://www.youtube.com/watch?v=ewI3Z8PYV_Y,BRK2-026,本次會議主要探討了客戶如何利用 Apache Iceberg 等開放表格格式來統一其分析資料湖，並使用雲端儲存作為資料湖的通用資料平台。重點在於雲端儲存如何在簡化性、效能和智慧方面進行創新，以促進這些分析資料湖的發展。,"Storage
"
Unify data: AlloyDB for startups,https://www.youtube.com/watch?v=E0bPhxrv_JY,BRK1-097,"本次會議主要討論如何將不同類型的資料，例如關聯式資料和向量嵌入，整合到單一的 AlloyDB 資料庫中。以 Neuro 這家自動駕駛新創公司為例，說明如何協助他們整合資料並打破資料孤島。核心觀點包括：

*   將關聯式資料和向量嵌入整合到單一資料庫可以簡化應用程式複雜性，提高效能，並降低管理成本。
*   Scan indexes 的引入大幅縮短了索引重建時間，使得資料整合更加可行。
*   AlloyDB 在處理大量資料和高併發使用者方面表現出色，能夠實現亞秒級延遲。","Databases
"
Unleash the power of Gemini for Google Workspace with expert prompting,https://www.youtube.com/watch?v=XfZXv42pQV8,BRK2-044,,
Unleash the power of Gemini for Google Workspace with expert prompting (Recap),https://www.youtube.com/watch?v=T4zPcNIydsU,BRK2-044-RC,,
Unleash the power of serverless GPUs with Cloud Run,https://www.youtube.com/watch?v=PKmoD3Gv31w,BRK2-070,本次演講主要介紹 Cloud Run GPU 的功能和優勢，以及如何在 Cloud Run 上使用 GPU 來構建高效能且具成本效益的 AI 應用程式。Cloud Run GPU 現已正式推出，可以在生產環境中大規模部署 AI 工作負載。它具有快速冷啟動、快速部署速度和低延遲等優勢，並支援全球多個地區。,"Applied AI
"
Unleashing graph analytics in BigQuery,https://www.youtube.com/watch?v=9wVoBhmhtp8,BRK1-057,,
Unleashing graph analytics in BigQuery (Recap),https://www.youtube.com/watch?v=PgzTDPYKIGo,BRK1-057-RC,,
Unleashing the power of Apache Spark integrated with BigQuery,https://www.youtube.com/watch?v=DIZn6Nuur7k,BRK2-094,"本次會議主要探討了如何將 Apache Spark 的強大功能與 Google Cloud 的 BigQuery 整合，以提供更高效、更靈活的數據處理和分析能力。核心觀點包括：

*   **Serverless Spark 的優勢：** 強調 Serverless Spark 在簡化 Spark 應用開發、部署和管理方面的優勢，包括無需管理叢集、快速啟動、動態自動擴展以及按實際使用量付費。
*   **BigQuery 作為統一平台：** 強調 BigQuery 作為一個統一的數據和 AI 平台，整合了數據、分析和 AI 功能，並支援多種引擎，包括 SQL 和 Spark。
*   **客戶價值導向：** 強調客戶最關心的是快速交付價值、易於使用以及對數據平台的信心。
*   **SQL 和 Spark 的互補性：** 強調 SQL 和 Spark 是互補的工具，可以根據不同的使用場景選擇最適合的工具。
*   **AI 輔助開發：** 強調 AI 在簡化 Spark 開發方面的作用，例如使用自然語言生成 PySpark 程式碼。
*   **性能優化：** 強調 Google 在 Spark 性能優化方面所做的努力，包括原生查詢執行、IO 優化和查詢優化。","Data Analytics
"
Unlock cloud savings: Gemini Cloud Assist and FinOps hub 2.0,https://www.youtube.com/watch?v=7_FVCPKpa7o,BRK1-063,"本次會議主要介紹 Google Cloud 如何透過 Gemini Cloud Assist 和 FinOps Hub 2.0 協助企業解鎖雲端節省。核心觀點包括：

*   **FinOps 的重要性：** FinOps 已成為管理雲端支出和評估雲端價值的必要實踐。
*   **Google Cloud 的 FinOps 工具演進：** 從 2022 年至今，Google Cloud 不斷推出新工具以支援 FinOps，並與 FinOps 的發展趨勢緊密結合。
*   **Gemini Cloud Assist 的應用：** 利用 Gemini Cloud Assist 簡化成本報告的建立，並提供更深入的成本洞察。
*   **FinOps Hub 2.0 的新功能：** FinOps Hub 2.0 透過利用率洞察 (Utilization Insights) 識別和減少浪費，並提供 Gemini 驅動的體驗以節省時間。
*   **專案計費成本管理員角色：** 允許專案負責人存取成本報告和 FinOps Hub 2.0，以便更好地管理其專案的雲端支出。
*   **Lloyd's Banking Group 的 FinOps 實踐：** Lloyd's Banking Group 分享了如何利用 FinOps Hub 提升其 Google Cloud 上的成本優化實踐。","Cost Optimization
"
Unlock developer productivity with AI,https://www.youtube.com/watch?v=BIBO4lqzCxs,BRK1-107,"本次演講主要探討 Google 如何利用 AI 提升內部開發者的生產力，並分享了相關的經驗和觀察到的典範轉移。核心觀點包括：

*   AI 對開發者生產力的顯著提升：使用 AI 最多的開發者（前四分之一）在程式碼提交量和開發速度上都有明顯提升。
*   開發者對 AI 的積極態度：大多數 Google 工程師認為 AI 對他們的生產力產生了積極影響。
*   從增強到轉型的典範轉移：業界需要從利用 AI 增強軟體開發，轉向利用 AI 轉型軟體開發，最終實現軟體普及化。
*   擁抱新的軟體開發模式：例如透過自然語言提示與 IDE 互動的「Vibe Coding」。
*   AI 在減少技術債務中的作用：AI 可以幫助改善程式碼品質、測試和修復錯誤。
*   變革需要擁抱、投資和教育：擁抱新的典範、投資使用者體驗、結合輔助型和代理型 AI 技術，並加強開發者教育。","Applied AI
"
Unlock productivity: AI strategies for Google Workspace transformation,https://www.youtube.com/watch?v=IhrA-I9ZJ4Y,BRK2-043,"本次會議主要探討如何利用生成式 AI (Gen AI) 提升 Google Workspace 的生產力，並協助企業轉型。核心觀點包括：

*   克服對 AI 技術的恐懼，專注於如何利用 AI 解決實際問題。
*   AI 可以作為第二大腦，減輕認知負擔，讓人們專注於更重要的任務。
*   透過客製化的 Gemini 應用，快速回應資訊請求，建立知識庫。
*   利用 AI 提升溝通技巧，避免誤解，並考量文化敏感性。
*   AI 可以協助企業收集、分享和利用組織內的專業知識。
*   AI 可以作為數據分析師，協助使用者從試算表中發現隱藏的資訊。
*   AI 可以複製專家經驗，賦能組織內更多人執行複雜任務。
*   AI 可以提供更全面的視角，協助發現工作中可能遺漏的資訊。
*   管理員應積極推動 AI 的採用，並建立 AI 委員會。
*   AI 不是要取代人類，而是要幫助人類更有效率、更有能力。","Applied AI
"
Unlock the power of compelling video storytelling with Google Vids,https://www.youtube.com/watch?v=YezXM-dm5Bg,BRK1-040,"本次會議主要介紹 Google Vids，一款由 AI 驅動的全新影片創作應用，旨在讓使用者能夠輕鬆地在工作場景中講述引人入勝的故事。會議重點包括：

*   影片在工作中的重要性：影片比文字更能吸引注意力，提高溝通效率。
*   Google Vids 的核心功能：利用生成式 AI 簡化影片製作流程，包括腳本生成、影片編輯、語音旁白等。
*   Google Vids 的應用場景：涵蓋員工培訓、市場行銷、領導者溝通等多個方面。
*   Mercer 公司使用 Google Vids 的案例分享：展示了如何利用 Google Vids 提升員工安全培訓的效果。
*   Google Vids 的易用性：強調即使非技術人員也能輕鬆上手，製作出高品質的影片。","Gemini
"
Unlock the power of Looker: Performance secrets and modeling mastery,https://www.youtube.com/watch?v=1Fh2TBVTjJw,BRK2-012,"本次會議主要探討如何提升 Looker 的效能，並精進 LookML 模型的建立技巧。會議涵蓋了 Looker 平台架構、管理員職責、HubSpot 的 Looker 使用經驗，以及開發者工具和 Spectacles 的演示。核心觀點包括：

*   Looker 能夠擴展至最嚴苛的工作負載，其關鍵在於其資料庫內架構，能充分利用資料庫的規模。
*   效能是共同的責任，Looker 管理員、使用者和模型開發者都會對其產生影響。
*   LookML 的撰寫方式會直接影響查詢的效率，因此優化 LookML 至關重要。
*   管理員可以透過設定限制、監控排程等方式來管理 Looker 執行個體的效能。
*   Spectacles 等工具可以協助開發者驗證 LookML，並確保程式碼變更不會破壞現有內容。","Business Intelligence
"
Unlock the power of secure data sharing with BigQuery,https://www.youtube.com/watch?v=ApVV-9gJ2Ik,BRK2-091,"本次會議主要介紹了 BigQuery 在資料治理和安全方面的新功能，旨在幫助使用者更安全、更方便地共享資料，從而加速 AI 專案的發展。核心觀點包括：

*   **統一治理：** BigQuery 平台內建統一的治理機制，簡化資料和 AI 資產的查找、理解、保護和使用。
*   **多層安全防護：** BigQuery 提供多層安全防護，包括 VPCSC 網路邊界控制、靜態和傳輸加密、通用目錄、細粒度的欄位級別存取控制、資料遮罩和監控。
*   **資料產品：** 推出資料產品概念，允許資料生產者將 BigQuery 表格和視圖打包成針對特定用例的集合，從而更好地管理資料。
*   **查詢範本：** 在資料淨室中引入查詢範本，允許資料生產者建立、發布和共享預定義的查詢，簡化分析並降低資料洩露風險。
*   **Google Maps Places 整合：** 透過資料淨室提供 Google Maps Places 的資訊，使用者可以安全地將 Google 的位置資料與自己的第一方資料結合，進行強大的地理空間分析。","Data Analytics
"
Unlock the power of threat intelligence for critical industries,https://www.youtube.com/watch?v=Fon5n06bd9A,BRK2-154,"本次會議主要探討了威脅情報在保護關鍵產業中的重要性，以及如何利用威脅情報來提升網路安全防禦能力。核心觀點包括：

*   **威脅情報的重要性：** 強調了理解威脅情勢對於有效防禦的重要性，特別是在營運技術（OT）環境中。
*   **IT 與 OT 的整合：** 強調了 IT 系統是 OT 攻擊的起點，因此需要整合 IT 和 OT 安全策略。
*   **主動檢測的重要性：** 強調了在 OT 層面檢測到威脅之前，就應該在 IT 層面主動檢測威脅。
*   **與威脅情報供應商合作：** 強調了與 Google Threat Intelligence 等威脅情報供應商合作，可以增強防禦能力。
*   **生活在土地上（Living off the Land）的攻擊：** 強調了攻擊者越來越多地使用現有工具和漏洞，而不是引入惡意軟體。
*   **勒索軟體的威脅：** 強調了勒索軟體對關鍵產業的持續威脅，以及需要採取措施來預防和應對勒索軟體攻擊。","Security
"
"Unlock value for your workloads: Microsoft, Oracle, OpenShift, and more",https://www.youtube.com/watch?v=epnQ7Rm40lE,BRK1-028,本次會議主要探討如何在 Google Cloud 上釋放企業工作負載的價值，特別是 Microsoft、Oracle 和 OpenShift 等。講者強調 Google Cloud 提供的基礎設施優勢、降低總體擁有成本 (TCO) 的方法，以及利用 AI 驅動現代化的能力。客戶案例 Blackline 和 Kinaxis 分享了他們將工作負載遷移到 Google Cloud 的經驗，以及如何從中受益。,"Migration
"
Unmasking the AI cyberthreats with tales from the trenches,https://www.youtube.com/watch?v=nyDOyZGGs8A,BRK2-169,本次會議主要探討了生成式AI（Gen AI）在網路安全領域的應用，包括企業如何採用Gen AI、安全團隊如何應對Gen AI帶來的挑戰，以及不良行為者如何利用AI來提升攻擊能力。會議涵蓋了不同行業的實例，並展望了Gen AI對網路安全產業的未來影響。,"Security
"
Use BigQuery ML to build gen AI and predictive ML applications,https://www.youtube.com/watch?v=_jH01He_yxU,BRK2-093,本次會議主要介紹了 BigQuery ML 的生成式 AI 和預測性 ML 功能，以及如何使用這些功能構建有用的應用程式。BigQuery ML 是一個功能集合，允許使用者僅用幾行 SQL 語句在 BigQuery 中執行端到端的 AI 和 ML。它簡化了 ML 流程，擴大了組織內使用者對 ML 的訪問，並降低了複雜性。BigQuery ML 整合了 Vertex AI 和 GCP Cloud AI 服務，讓使用者可以直接從 BigQuery 使用 SQL 消耗 LLM 和其他模型。,"Applied AI
"
